Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
489900,537660,479000,612000,,102 Pennsbury Ct,5,3,3090,159,Listed Today,0.31,Acres,1992,7,,https://www.movoto.com/home/102-pennsbury-ct-cary-nc-27513-413_2133819
485990,557025,487000,630000,,316 Barthel Dr,5,4,3183,153,Listed Today,0.39,Acres,1992,14,,https://www.movoto.com/home/316-barthel-dr-cary-nc-27513-413_2337007
