Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
360000,438064,361000,505000,,110 Mcwaine Ln,3,3,2489,145,5,0.54,Acres,1987,0,Open 8/30,https://www.movoto.com/home/110-mcwaine-ln-cary-nc-27513-413_2338914
375000,356680,303000,384000,,109 Saddlehorn Ct,4,3,1928,195,8,0.29,Acres,1992,13,Open 8/30,https://www.movoto.com/home/109-saddlehorn-ct-cary-nc-27513-413_2338586
330000,337680,269000,403000,6000,119 Keystone Dr,3,2,1680,196,16,7841,Sqft,1988,14,Open 8/30,https://www.movoto.com/home/119-keystone-dr-cary-nc-27513-413_2336966
400000,508956,399000,543000,,105 Fawn Ct,4,4,3066,,,,,,,Open 8/30,https://www.movoto.com/home/105-fawn-ct-cary-nc-27513-413_2336095
485000,478160,395000,539000,5000,304 N West St,3,3,2780,174,92,6534,Sqft,2020,0,Open 8/30,https://www.movoto.com/home/304-n-west-st-cary-nc-27513-413_2321937
