Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
495000,515060,436000,555000,,150 Cotten Dr,4,3,2830,175,Listed Today,5227,Sqft,2021,125,,https://www.movoto.com/home/150-cotten-dr-morrisville-nc-27560-413_2338830
450000,394326,355000,452000,,176 Cotten Dr,3,3,2306,195,3,5227,Sqft,2021,125,,https://www.movoto.com/home/176-cotten-dr-morrisville-nc-27560-413_2338542
239500,261954,227000,292000,,203 Canyon Lake Cir,3,3,1386,,,,,,,,https://www.movoto.com/home/203-canyon-lake-cir-morrisville-nc-27560-413_2338345
489900,569778,490000,589000,,300 Ruthwin Dr,4,3,3201,,,,,,,,https://www.movoto.com/home/300-ruthwin-dr-morrisville-nc-27560-413_2336096
379500,380016,358000,432000,,1021 Lakebrink Dr,3,3,2184,,,,,,,,https://www.movoto.com/home/1021-lakebrink-dr-morrisville-nc-27560-413_2336062
369900,375066,366000,388000,,1320 Hopedale Dr #19,3,3,1866,,,,,,,,https://www.movoto.com/home/1320-hopedale-dr-apt-19-morrisville-nc-27560-413_2335061
357900,369660,359000,381000,,1328 Hopedale Dr #17,3,3,1830,196,20,2526,Sqft,2020,90,,https://www.movoto.com/home/1328-hopedale-dr-apt-17-morrisville-nc-27560-413_2335055
353900,351200,344000,365000,,1324 Hopedale Dr #18,3,3,1756,202,20,2526,Sqft,2020,90,,https://www.movoto.com/home/1324-hopedale-dr-apt-18-morrisville-nc-27560-413_2335035
349900,354363,346000,367000,,1332 Hopedale Dr #16,3,3,1763,198,20,2526,Sqft,2020,90,,https://www.movoto.com/home/1332-hopedale-dr-apt-16-morrisville-nc-27560-413_2335031
349900,352956,344000,365000,,1336 Hopedale Dr #15,3,3,1756,199,20,2526,Sqft,2020,90,,https://www.movoto.com/home/1336-hopedale-dr-apt-15-morrisville-nc-27560-413_2334978
