Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
399900,409745,384000,435000,,318 Wedgemere Dr,4,3,2545,157,Listed Today,10019,Sqft,2000,60,Open 8/23,https://www.movoto.com/home/318-wedgemere-dr-cary-nc-27519-413_2338404
409900,393545,358000,409000,,532 Fumagalli Dr,3,4,2539,,,,,,,Open 8/22,https://www.movoto.com/home/532-fumagalli-dr-cary-nc-27519-413_2338152
499000,447950,414000,498000,,410 Riggsbee Farm Dr,4,3,2635,189,2,0.30,Acres,1997,55,Open 8/22,https://www.movoto.com/home/410-riggsbee-farm-dr-cary-nc-27519-413_2337853
427000,529728,427000,544000,,103 Presidents Walk Ln,4,3,2848,150,8,6098,Sqft,2006,90,Open 8/22,https://www.movoto.com/home/103-presidents-walk-ln-cary-nc-27519-413_2120657
385000,383349,328000,434000,,320 Northlands Dr,3,3,2411,160,9,5227,Sqft,2006,83,Open 8/23,https://www.movoto.com/home/320-northlands-dr-cary-nc-27519-413_2336591
459900,447828,356000,604000,,1628 Vineyard Mist Dr,3,3,2228,206,12,6098,Sqft,2017,242,Open 8/22,https://www.movoto.com/home/1628-vineyard-mist-dr-cary-nc-27519-413_2336097
423900,523992,424000,561000,100,1131 Brookhill Way,3,3,3119,136,28,5227,Sqft,2006,88,Open 8/22,https://www.movoto.com/home/1131-brookhill-way-cary-nc-27519-413_2332924
424900,469938,426000,517000,10000,5013 Lake Grove Blvd,3,3,2338,182,34,6970,Sqft,2007,70,Open 8/22,https://www.movoto.com/home/5013-lake-grove-blvd-cary-nc-27519-413_2331776
439900,362912,328000,439000,10000,204 Sunstone Dr,3,3,2062,,,,,,,Open 8/22,https://www.movoto.com/home/204-sunstone-dr-cary-nc-27519-413_2170590
469900,480600,438000,518000,,737 Toms Creek Rd,4,3,2670,,,,,,,Open 8/23,https://www.movoto.com/home/737-toms-creek-rd-cary-nc-27519-413_2331416
499900,519248,443000,581000,10000,1623 Vineyard Mist Dr,3,3,2822,177,38,6970,Sqft,2017,240,Open 8/22,https://www.movoto.com/home/1623-vineyard-mist-dr-cary-nc-27519-413_2148417
495000,,401000,526000,5000,1646 Vineyard Mist Dr,3,3,2553,194,43,7057,Sqft,2018,242,Open 8/22,https://www.movoto.com/home/1646-vineyard-mist-dr-cary-nc-27519-413_2329876
345000,,334000,456000,10000,120 Franklin Hills Pt,3,3,2113,163,43,0.28,Acres,2007,187,Open 8/22,https://www.movoto.com/home/120-franklin-hills-pt-cary-nc-27519-413_2329783
