Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
310000,,310000,353000,,432 Chanson Dr,3,3,1876,165,,2614 Sqft,Size,2015,115,,https://www.movoto.com/home/432-chanson-dr-cary-nc-27519-413_2274876
400410,395648,371000,423000,,2012 Chipley Dr,3,3,2248,178,,2614 Sqft,Size,2021,135,,https://www.movoto.com/home/2012-chipley-dr-cary-nc-27519-413_2356614
403990,378594,314000,452000,,310 Clementine Dr #5,4,4,2214,182,,1742 Sqft,Size,2020,141,,https://www.movoto.com/home/310-clementine-dr-lot-5-cary-nc-27519-413_2313794
346020,302304,256000,347000,,122 Ashlar Ct,3,3,1608,215,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/122-ashlar-ct-cary-nc-27519-413_2352960
349210,289622,257000,349000,,134 Ashlar Ct,3,3,1618,216,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/134-ashlar-ct-cary-nc-27519-413_2352957
372120,328286,292000,372000,,204 Adobe Pl,3,3,1834,203,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/204-adobe-pl-cary-nc-27519-413_2352905
374630,346672,293000,398000,,130 Ashlar Ct,3,3,1844,203,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/130-ashlar-ct-cary-nc-27519-413_2352897
361710,330076,293000,361000,,118 Ashlar Ct,3,3,1844,196,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/118-ashlar-ct-cary-nc-27519-413_2352892
338100,304184,257000,349000,,120 Ashlar Ct,3,3,1618,209,,4356 Sqft,Size,2020,154,,https://www.movoto.com/home/120-ashlar-ct-cary-nc-27519-413_2352861
338000,349800,301000,377000,,4186 Vallonia Dr,3,3,2120,159,,2178 Sqft,Size,2016,139,,https://www.movoto.com/home/4186-vallonia-dr-cary-nc-27519-413_2350458
400090,395648,371000,423000,1000,2002 Chipley Dr,3,3,2248,178,,2614 Sqft,Size,2021,135,,https://www.movoto.com/home/2002-chipley-dr-cary-nc-27519-413_2350438
373587,420650,334000,479000,14000,220 Mazarin Ln #46,4,4,2350,159,,1873 Sqft,Size,2021,141,,https://www.movoto.com/home/220-mazarin-ln-apt-46-cary-nc-27519-413_2349290
370259,411250,334000,479000,14000,222 Mazarin Ln #45,4,4,2350,158,,1873 Sqft,Size,2021,141,,https://www.movoto.com/home/222-mazarin-ln-apt-45-cary-nc-27519-413_2349284
419730,443344,358000,514000,25000,212 Mazarin Ln #49,4,4,2519,167,,1873 Sqft,Size,2021,141,,https://www.movoto.com/home/212-mazarin-ln-apt-49-cary-nc-27519-413_2349292
