Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
450000,446148,417000,496000,,1013 Holtridge Dr,4,3,2916,154,18,7405,Sqft,2008,55,,https://www.movoto.com/home/1013-holtridge-dr-apex-nc-27523-413_2334515
412000,346480,344000,412000,,415 Hopwood Way,4,3,2440,,,,,,,,https://www.movoto.com/home/415-hopwood-way-apex-nc-27502-413_2174122
345000,348992,324000,400000,,728 Blossom Bay Ln,4,3,2296,150,24,5663,Sqft,2012,46,,https://www.movoto.com/home/728-blossom-bay-ln-apex-nc-27523-413_2160221
435000,,432000,482000,5000,7904 Secluded Acres Rd,3,2,2485,175,37,1.96,Acres,1986,0,,https://www.movoto.com/home/7904-secluded-acres-rd-apex-nc-27523-413_2330511
320000,300587,280000,345000,,2802 Lanasa Ln #296,3,3,1867,,,,,,,,https://www.movoto.com/home/2802-lanasa-ln-apt-296-apex-nc-27523-413_2330279
275000,,274000,332000,,848 Queen City Cres,4,3,2063,,,,,,,,https://www.movoto.com/home/848-queen-city-cres-apex-nc-27523-413_2329891
435000,416560,366000,452000,10000,2214 Walden Creek Dr,4,3,2540,171,49,0.25,Acres,1997,37,,https://www.movoto.com/home/2214-walden-creek-dr-apex-nc-27523-413_2328179
480900,454740,435000,486000,4000,2420 Emily Brook Way,4,4,2860,168,58,7405,Sqft,2017,60,,https://www.movoto.com/home/2420-emily-brook-way-apex-nc-27523-413_2326301
354900,351728,326000,373000,9000,866 Tunisian Dr,4,4,2314,,,,,,,,https://www.movoto.com/home/866-tunisian-dr-apex-nc-27523-413_2321711
425000,446550,426000,469000,15000,482 Nc 751 Hwy,3,2,2290,186,158,6.96,Acres,1969,0,,https://www.movoto.com/home/482-nc-751-hwy-apex-nc-27523-413_2291733
400000,390744,369000,446000,,1232 Russet Ln,4,4,2412,166,242,3485,Sqft,2019,60,,https://www.movoto.com/home/1232-russet-ln-apex-nc-27523-413_2293478
