Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
308080,311488,280000,345000,,1033 Larabee Ln #LOT 193,3,4,1984,,,,,,,,https://www.movoto.com/home/1033-larabee-ln-lot-193-apex-nc-27523-413_2337180
294070,311488,280000,345000,,1035 Larabee Ln #LOT 194,3,4,1984,148,Listed Today,218,Sqft,2020,115,,https://www.movoto.com/home/1035-larabee-ln-lot-194-apex-nc-27523-413_2337188
309900,311488,280000,345000,,1027 Larabee Ln #LOT 190,3,4,1984,156,Listed Today,218,Sqft,2020,115,,https://www.movoto.com/home/1027-larabee-ln-lot-190-apex-nc-27523-413_2337186
299900,241424,209000,300000,,1405 Farrington Rd,3,2,1264,237,14,1.79,Acres,1920,0,,https://www.movoto.com/home/1405-farrington-rd-apex-nc-27523-413_2334476
385627,,331000,431000,,931 Haybeck Ln #98,3,4,2332,165,20,3920,Sqft,2020,146,,https://www.movoto.com/home/931-haybeck-ln-apt-98-apex-nc-27523-413_2333246
480000,471658,363000,743000,20000,8517 Pinefield Rd,3,3,1949,246,21,2.49,Acres,1987,0,,https://www.movoto.com/home/8517-pinefield-rd-apex-nc-27523-413_2333162
255000,251544,196000,289000,,1033 Earnest Jones Rd,3,2,1128,226,25,1.00,Acre,1976,0,,https://www.movoto.com/home/1033-earnest-jones-rd-apex-nc-27523-413_2331917
439990,419919,383000,449000,,309 Brook Pine Trl,4,3,2641,167,28,6098,Sqft,2019,90,,https://www.movoto.com/home/309-brook-pine-trl-apex-nc-27523-413_2331730
345000,311440,264000,377000,,2015 Battlewood Rd,3,3,1832,,,,,,,,https://www.movoto.com/home/2015-battlewood-rd-apex-nc-27523-413_2161261
498000,483042,462000,510000,12000,708 Vine Pond Ct,5,4,3038,164,30,7841,Sqft,2017,68,,https://www.movoto.com/home/708-vine-pond-ct-apex-nc-27523-413_2330901
297000,311488,280000,345000,,1026 Lathrop Ln #LOT 168,4,4,1984,150,31,218,Sqft,2020,115,,https://www.movoto.com/home/1026-lathrop-ln-lot-168-apex-nc-27523-413_2330731
305000,311488,280000,345000,,1022 Lathrop Ln #LOT 170,3,4,1984,154,31,218,Sqft,2020,115,,https://www.movoto.com/home/1022-lathrop-ln-lot-170-apex-nc-27523-413_2330729
297000,311488,280000,345000,,1032 Lathrop Ln #LOT 165,4,4,1984,,,,,,,,https://www.movoto.com/home/1032-lathrop-ln-lot-165-apex-nc-27523-413_2330727
355000,375300,353000,435000,,1039 Lathrop Ln #LOT 55,3,4,2502,142,32,2178,Sqft,2020,115,,https://www.movoto.com/home/1039-lathrop-ln-lot-55-apex-nc-27523-413_2330558
306999,,271000,334000,,1147 Little Gem Ln,3,3,1808,,,,,,,,https://www.movoto.com/home/1147-little-gem-ln-apex-nc-27523-413_2330514
303500,311488,280000,345000,,1006 Lathrop Ln #LOT 177,3,4,1984,153,46,218,Sqft,2020,115,,https://www.movoto.com/home/1006-lathrop-ln-lot-177-apex-nc-27523-413_2327879
302000,311488,280000,345000,,1011 Larabee Ln #LOT 183,3,4,1984,,,,,,,,https://www.movoto.com/home/1011-larabee-ln-lot-183-apex-nc-27523-413_2327881
484940,563760,479000,678000,,309 Quiet Rock Dr #LOT 110,4,3,2430,,,,,,,,https://www.movoto.com/home/309-quiet-rock-dr-lot-110-apex-nc-27523-413_2327658
309990,311488,280000,345000,,1034 Lathrop Ln #LOT 164,3,4,1984,156,50,218,Sqft,2020,115,,https://www.movoto.com/home/1034-lathrop-ln-lot-164-apex-nc-27523-413_2327232
294000,311488,280000,345000,,1015 Larabee Ln #LOT 185,3,4,1984,148,50,218,Sqft,2020,115,,https://www.movoto.com/home/1015-larabee-ln-lot-185-apex-nc-27523-413_2327227
294000,311488,280000,345000,,1013 Larabee Ln #LOT 184,3,4,1984,148,50,218,Sqft,2020,115,,https://www.movoto.com/home/1013-larabee-ln-lot-184-apex-nc-27523-413_2327229
324000,371850,325000,431000,,1019 Lathrop Ln #LOT 46,4,4,2479,131,50,2178,Sqft,2020,115,,https://www.movoto.com/home/1019-lathrop-ln-lot-46-apex-nc-27523-413_2327224
303000,311488,280000,345000,,1016 Lathrop Ln #LOT 172,3,4,1984,153,50,218,Sqft,2020,115,,https://www.movoto.com/home/1016-lathrop-ln-lot-172-apex-nc-27523-413_2327191
429900,427460,416000,448000,,1021 Dotson Way,4,4,2948,146,57,6098,Sqft,2007,150,,https://www.movoto.com/home/1021-dotson-way-apex-nc-27523-413_2325700
301210,297600,280000,345000,,1019 Larabee Ln #LOT 187,3,3,1984,152,59,2178,Sqft,2020,115,,https://www.movoto.com/home/1019-larabee-ln-lot-187-apex-nc-27523-413_2325374
299990,311488,280000,345000,,1012 Lathrop Ln #LOT 174,4,4,1984,151,59,218,Sqft,2020,115,,https://www.movoto.com/home/1012-lathrop-ln-lot-174-apex-nc-27523-413_2325368
347510,375300,348000,435000,,1025 Lathrop Ln #LOT 49,4,3,2502,139,59,2178,Sqft,2020,115,,https://www.movoto.com/home/1025-lathrop-ln-lot-49-apex-nc-27523-413_2325361
369278,,370000,426000,,1635 Wimberly Rd #33,4,4,2643,,,,,,,,https://www.movoto.com/home/1635-wimberly-rd-apt-33-apex-nc-27523-413_2325068
436200,386781,297000,532000,,1033 St Cloud Loop #LOT 32,3,2,1689,258,60,0.28,Acres,2020,140,,https://www.movoto.com/home/1033-st-cloud-loop-lot-32-apex-nc-27523-413_2325036
309000,266266,259000,309000,,2535 Sunnybranch Ln,3,3,1729,179,61,2178,Sqft,2018,183,,https://www.movoto.com/home/2535-sunnybranch-ln-apex-nc-27523-413_2324969
375000,371932,339000,410000,5000,2005 Fitchburg Ct,4,3,2354,,,,,,,,https://www.movoto.com/home/2005-fitchburg-ct-apex-nc-27523-413_2321534
330000,341620,317000,383000,15000,2017 Battlewood Rd,4,4,2204,150,87,0.25,Acres,1999,45,,https://www.movoto.com/home/2017-battlewood-rd-apex-nc-27523-413_2320038
379182,,378000,444000,,929 Haybeck Ln #99,3,3,2760,137,93,3006,Sqft,2020,146,,https://www.movoto.com/home/929-haybeck-ln-apt-99-apex-nc-27523-413_2318932
440890,452162,402000,472000,3000,317 Brook Pine Trail Gm #GM  378,4,3,2774,,,,,,,,https://www.movoto.com/home/317-brook-pine-trail-gm-apt-gm-378-apex-nc-27523-413_2317741
488850,511920,480000,537000,,2212 Tuftin Trace Gm #GM  318,5,4,3160,155,99,6970,Sqft,2020,65,,https://www.movoto.com/home/2212-tuftin-trace-gm-apt-gm-318-apex-nc-27523-413_2317730
495205,512236,464000,564000,,774 Orange Oak Lane,5,4,3242,153,101,7579,Sqft,2020,58,,https://www.movoto.com/home/774-orange-oak-lane-apex-nc-27523-413_2317307
469590,486167,374000,669000,9000,1041 St Cloud Loop #LOT 34,3,3,2123,221,103,0.33,Acres,2020,140,,https://www.movoto.com/home/1041-st-cloud-loop-lot-34-apex-nc-27523-413_2316971
484020,498964,458000,549000,22000,528 Pointe Grove Ln #LOT 27-PRESALE,4,4,3158,153,123,9670,Sqft,2019,67,,https://www.movoto.com/home/528-pointe-grove-ln-lot-27-presale-apex-nc-27523-413_2313417
307000,311488,280000,345000,,1008 Lathrop Ln,3,4,1984,,,,,,,,https://www.movoto.com/home/1008-lathrop-ln-apex-nc-27523-413_2311393
346000,371850,347000,431000,,1023 Lathrop Ln #LOT 48,4,4,2479,,,,,,,,https://www.movoto.com/home/1023-lathrop-ln-lot-48-apex-nc-27523-413_2311038
294000,311488,280000,345000,,1014 Lathrop Ln #LOT 173,3,4,1984,148,137,218,Sqft,2020,115,,https://www.movoto.com/home/1014-lathrop-ln-lot-173-apex-nc-27523-413_2311037
296780,311488,280000,345000,,1017 Larabee Ln #LOT 186,3,4,1984,150,141,218,Sqft,2020,115,,https://www.movoto.com/home/1017-larabee-ln-lot-186-apex-nc-27523-413_2310412
298000,311488,280000,345000,4000,1021 Larabee Ln,3,4,1984,150,142,218,Sqft,2020,115,,https://www.movoto.com/home/1021-larabee-ln-apex-nc-27523-413_2310095
299990,311488,280000,345000,,1010 Lathrop Ln #LOT 175,3,4,1984,151,142,218,Sqft,2020,115,,https://www.movoto.com/home/1010-lathrop-ln-lot-175-apex-nc-27523-413_2310085
344300,342630,324000,391000,5000,1327 Brown Velvet Ln #330,3,4,2115,,,,,,,,https://www.movoto.com/home/1327-brown-velvet-ln-apt-330-apex-nc-27523-413_2305837
