Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
359900,352434,329000,376000,,849 Tunisian Dr,4,4,2334,154,Listed Today,2614,Sqft,2017,119,,https://www.movoto.com/home/849-tunisian-dr-apex-nc-27523-413_2336571
393049,,392000,444000,,925 Haybeck Ln #101,3,3,2760,142,4,3049,Sqft,2020,146,,https://www.movoto.com/home/925-haybeck-ln-apt-101-apex-nc-27523-413_2336024
359260,395316,345000,435000,,1003 Lathrop Ln #LOT 39,3,4,2502,,,,,,,,https://www.movoto.com/home/1003-lathrop-ln-lot-39-apex-nc-27523-413_2335190
475000,436800,406000,476000,,2117 Turling Way,5,3,2800,170,11,7405,Sqft,2018,65,,https://www.movoto.com/home/2117-turling-way-apex-nc-27523-413_2334612
439900,454508,412000,519000,,513 Rowanwood Way,4,4,3071,,,,,,,,https://www.movoto.com/home/513-rowanwood-way-apex-nc-27523-413_2116773
412000,373320,349000,425000,,415 Hopwood Way,4,3,2440,169,13,3920,Sqft,2018,150,,https://www.movoto.com/home/415-hopwood-way-apex-nc-27502-413_2174122
359720,,339000,387000,,1649 Wimberly Rd #39,4,4,2405,150,14,2178,Sqft,2020,146,,https://www.movoto.com/home/1649-wimberly-rd-apt-39-apex-nc-27523-413_2333918
344900,331823,316000,345000,100,1125 Little Gem Ln,4,4,2227,155,18,3049,Sqft,2017,152,Open 8/15,https://www.movoto.com/home/1125-little-gem-ln-apex-nc-27523-413_2294177
359900,390609,360000,411000,10000,885 Tunisian Dr,4,4,2553,,,,,,,,https://www.movoto.com/home/885-tunisian-dr-apex-nc-27523-413_2331807
425000,,418000,497000,,2033 Patapsco Dr,4,3,2921,145,26,7405,Sqft,2007,55,,https://www.movoto.com/home/2033-patapsco-dr-apex-nc-27523-413_2312206
404990,359757,291000,532000,,1185 St Cloud Loop #LOT 57,3,2,1689,240,30,0.31,Acres,2020,140,,https://www.movoto.com/home/1185-st-cloud-loop-lot-57-apex-nc-27523-413_2330625
325000,434980,325000,534000,25000,4300 Green Level West Rd,3,2,1673,194,31,0.85,Acres,1968,0,,https://www.movoto.com/home/4300-green-level-west-rd-apex-nc-27523-413_2330519
396156,,367000,416000,1000,923 Haybeck Ln #102,4,4,2582,153,35,4008,Sqft,2020,146,,https://www.movoto.com/home/923-haybeck-ln-apt-102-apex-nc-27523-413_2329706
399000,366300,349000,398000,,813 Tunisian Dr,3,4,2475,161,37,2657,Sqft,2017,125,,https://www.movoto.com/home/813-tunisian-dr-apex-nc-27523-413_2329289
334900,302539,277000,335000,4000,841 Salem Pointe Pl,3,3,1927,174,46,2614,Sqft,2018,120,,https://www.movoto.com/home/841-salem-pointe-pl-apex-nc-27523-413_2209083
480900,454740,435000,486000,4000,2420 Emily Brook Way,4,4,2860,,,,,,,,https://www.movoto.com/home/2420-emily-brook-way-apex-nc-27523-413_2326301
311570,309504,286000,345000,2000,1023 Larabee Ln #LOT 189,3,3,1984,,,,,,,,https://www.movoto.com/home/1023-larabee-ln-lot-189-apex-nc-27523-413_2325522
373312,,350000,397000,10000,1639 Wimberly Rd #35,4,4,2465,,,,,,,,https://www.movoto.com/home/1639-wimberly-rd-apt-35-apex-nc-27523-413_2320834
372631,393807,373000,426000,7000,1633 Wimberly Rd #32,4,4,2643,,,,,,,,https://www.movoto.com/home/1633-wimberly-rd-apt-32-apex-nc-27523-413_2319658
500000,593775,500000,702000,12000,400 Echo Park Pl #LOT 118,3,3,2925,,,,,,,,https://www.movoto.com/home/400-echo-park-pl-lot-118-apex-nc-27523-413_2252095
423070,368850,349000,423000,5000,1113 Russet Ln #138,3,4,2459,172,121,3485,Sqft,2020,60,,https://www.movoto.com/home/1113-russet-ln-apt-138-apex-nc-27523-413_2313364
489515,417092,375000,489000,,79 Elk River Dr,3,3,2468,198,147,7100,Sqft,2021,210,,https://www.movoto.com/home/79-elk-river-dr-apex-nc-27523-413_2308582
483830,341712,295000,484000,,75 Elk River Dr,3,3,2034,,,,,,,,https://www.movoto.com/home/75-elk-river-dr-apex-nc-27502-413_2307158
382546,,373000,426000,3000,802 Patriot Summit Ln #87,4,4,2643,145,160,2265,Sqft,2020,146,,https://www.movoto.com/home/802-patriot-summit-ln-apt-87-apex-nc-27523-413_2306047
344300,317250,300000,345000,5000,1327 Brown Velvet Ln #330,3,4,2115,163,160,3920,Sqft,2020,60,,https://www.movoto.com/home/1327-brown-velvet-ln-apt-330-apex-nc-27523-413_2305837
369871,,348000,395000,10000,935 Haybeck Ln #97,3,4,2451,151,304,3877,Sqft,2020,146,,https://www.movoto.com/home/935-haybeck-ln-apt-97-apex-nc-27523-413_2283836
374289,,350000,397000,10000,943 Haybeck Ln #93,4,4,2465,152,304,3093,Sqft,2020,146,,https://www.movoto.com/home/943-haybeck-ln-apt-93-apex-nc-27523-413_2283818
