Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
344900,351866,316000,412000,100,1125 Little Gem Ln,4,4,2227,155,22,3049,Sqft,2017,152,,https://www.movoto.com/home/1125-little-gem-ln-apex-nc-27523-413_2294177
359900,390609,360000,411000,10000,885 Tunisian Dr,4,4,2553,,,,,,,,https://www.movoto.com/home/885-tunisian-dr-apex-nc-27523-413_2331807
325000,434980,325000,534000,25000,4300 Green Level West Rd,3,2,1673,194,35,0.85,Acres,1968,0,,https://www.movoto.com/home/4300-green-level-west-rd-apex-nc-27523-413_2330519
396156,,367000,478000,1000,923 Haybeck Ln #102,4,4,2582,153,39,4008,Sqft,2020,146,,https://www.movoto.com/home/923-haybeck-ln-apt-102-apex-nc-27523-413_2329706
334900,281342,272000,335000,4000,841 Salem Pointe Pl,3,3,1927,174,50,2614,Sqft,2018,120,,https://www.movoto.com/home/841-salem-pointe-pl-apex-nc-27523-413_2209083
311570,303552,280000,345000,2000,1023 Larabee Ln #LOT 189,3,3,1984,,,,,,,,https://www.movoto.com/home/1023-larabee-ln-lot-189-apex-nc-27523-413_2325522
373312,,350000,397000,10000,1639 Wimberly Rd #35,4,4,2465,151,86,3049,Sqft,2020,146,,https://www.movoto.com/home/1639-wimberly-rd-apt-35-apex-nc-27523-413_2320834
372631,393807,373000,426000,7000,1633 Wimberly Rd #32,4,4,2643,,,,,,,,https://www.movoto.com/home/1633-wimberly-rd-apt-32-apex-nc-27523-413_2319658
423070,390981,349000,455000,5000,1113 Russet Ln #138,3,4,2459,172,125,3485,Sqft,2020,60,,https://www.movoto.com/home/1113-russet-ln-apt-138-apex-nc-27523-413_2313364
382546,,373000,426000,3000,802 Patriot Summit Ln #87,4,4,2643,,,,,,,,https://www.movoto.com/home/802-patriot-summit-ln-apt-87-apex-nc-27523-413_2306047
369871,,370000,453000,10000,935 Haybeck Ln #97,3,4,2451,151,308,3877,Sqft,2020,146,,https://www.movoto.com/home/935-haybeck-ln-apt-97-apex-nc-27523-413_2283836
374289,,350000,397000,10000,943 Haybeck Ln #93,4,4,2465,152,308,3093,Sqft,2020,146,,https://www.movoto.com/home/943-haybeck-ln-apt-93-apex-nc-27523-413_2283818
