Year,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,HOA,Open,Link
1978,395000,405123,308000,589000,,3300 Wade Ave,3,2,1627,243,20,0.33,Acres,0,,https://www.movoto.com/home/3300-wade-ave-raleigh-nc-27607-413_2274242
,295000,,242000,463000,5000,2923 Okelly St,4,2,1280,,,,,,,https://www.movoto.com/home/2923-okelly-st-raleigh-nc-27607-413_2333155
