Size,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Value,Days,Lot,Unit,Year,HOA,Open,Link
1627,395000,429528,308000,594000,,3300 Wade Ave,3,2,243,18,0.33,Acres,1978,0,,https://www.movoto.com/home/3300-wade-ave-raleigh-nc-27607-413_2274242
1280,295000,,242000,467000,5000,2923 Okelly St,4,2,,,,,,,,https://www.movoto.com/home/2923-okelly-st-raleigh-nc-27607-413_2333155
