Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
450000,514808,434000,616000,,3340 Hampton Rd,5,3,2536,,,,,,,,https://www.movoto.com/home/3340-hampton-rd-raleigh-nc-27607-413_2336659
315000,281624,261000,327000,,1525 Crafton Way,3,3,1498,,,,,,,,https://www.movoto.com/home/1525-crafton-way-raleigh-nc-27607-413_2331219
464900,,367000,466000,,5610 Wade Park Blvd,4,4,2196,212,34,4356,Sqft,2012,125,,https://www.movoto.com/home/5610-wade-park-blvd-raleigh-nc-27607-413_2330716
317000,279350,258000,329000,,1416 Ardara Ln,3,3,1510,,,,,,,,https://www.movoto.com/home/1416-ardara-ln-raleigh-nc-27607-413_2308073
398518,389160,360000,451000,,1607 Wooster St,3,4,2070,193,107,1002,Sqft,2020,120,,https://www.movoto.com/home/1607-wooster-st-raleigh-nc-27607-413_2316729
375000,385588,357000,447000,,1603 Wooster St,3,4,2051,183,209,1002,Sqft,2020,120,,https://www.movoto.com/home/1603-wooster-st-raleigh-nc-27607-413_2297468
381000,385020,354000,451000,,1605 Wooster St,3,4,2070,184,219,1002,Sqft,2020,120,,https://www.movoto.com/home/1605-wooster-st-raleigh-nc-27607-413_2295965
395000,391980,363000,455000,,1601 Wooster St,3,4,2085,189,292,1002,Sqft,2020,120,,https://www.movoto.com/home/1601-wooster-st-raleigh-nc-27607-413_2286358
390000,391980,363000,455000,,1611 Wooster St,3,4,2085,,,,,,,,https://www.movoto.com/home/1611-wooster-st-raleigh-nc-27607-413_2285730
375000,385588,357000,447000,,1609 Wooster St,3,4,2051,183,296,1002,Sqft,2020,120,,https://www.movoto.com/home/1609-wooster-st-raleigh-nc-27607-413_2285725
