Days,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Lot,Unit,Year,HOA,Open,Link
13,395000,364448,177000,594000,,3300 Wade Ave,3,2,1627,243,0.33,Acres,1978,0,Open 8/15,https://www.movoto.com/home/3300-wade-ave-raleigh-nc-27607-413_2274242
18,300000,,140000,467000,15000,2923 Okelly St,4,2,1280,234,0.27,Acres,1950,0,,https://www.movoto.com/home/2923-okelly-st-raleigh-nc-27607-413_2333155
