Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
425000,376992,358000,424000,,1314 Rodessa Run,3,3,2142,198,5,3920,Sqft,2012,125,,https://www.movoto.com/home/1314-rodessa-run-raleigh-nc-27607-413_2336432
485000,525132,336000,716000,,3314 Ridgecrest Ct,3,3,2012,241,16,2178,Sqft,1986,400,,https://www.movoto.com/home/3314-ridgecrest-ct-raleigh-nc-27607-413_2334559
459900,403636,380000,468000,,5636 Wade Park Blvd,3,3,2147,214,17,3485,Sqft,2012,125,,https://www.movoto.com/home/5636-wade-park-blvd-raleigh-nc-27607-413_2334033
315000,278795,258000,329000,,1404 Crafton Way,3,3,1507,209,18,1307,Sqft,2011,181,,https://www.movoto.com/home/1404-crafton-way-raleigh-nc-27607-413_2333975
400000,444312,231000,608000,,3327 Lake Boone Trl,3,3,2178,184,26,0.40,Acres,1959,0,,https://www.movoto.com/home/3327-lake-boone-trl-raleigh-nc-27607-413_2332347
325000,277488,257000,325000,,1411 Ardara Ln,3,3,1476,220,47,2614,Sqft,2012,181,,https://www.movoto.com/home/1411-ardara-ln-raleigh-nc-27607-413_2328216
449900,548028,443000,639000,,2108 Myron Dr,4,3,2342,192,52,0.31,Acres,1965,0,,https://www.movoto.com/home/2108-myron-dr-raleigh-nc-27607-413_2327041
309900,263536,211000,310000,,1805 Dorton Rd,3,2,1456,213,69,0.71,Acres,1966,0,,https://www.movoto.com/home/1805-dorton-rd-raleigh-nc-27607-413_2323832
319000,338400,313000,392000,5000,6331 Grace Lily Dr,3,3,1800,177,74,2178,Sqft,2018,164,,https://www.movoto.com/home/6331-grace-lily-dr-raleigh-nc-27607-413_2186589
419999,,217000,655000,,3108 Orton Pl,4,3,2046,,,,,,,,https://www.movoto.com/home/3108-orton-pl-raleigh-nc-27607-413_2178117
