Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
345000,411804,345000,454000,5000,104 Cranwell Ct,4,3,2214,156,10,7841,Sqft,2002,32,,https://www.movoto.com/home/104-cranwell-ct-apex-nc-27502-413_2335992
322900,320430,307000,332000,1000,1413 Chipping Dr #40,3,3,1942,166,13,3049,Sqft,2020,100,,https://www.movoto.com/home/1413-chipping-dr-apt-40-apex-nc-27502-413_2335242
313900,312174,281000,330000,1000,1411 Chipping Dr #39,3,3,1927,163,13,2178,Sqft,2020,100,,https://www.movoto.com/home/1411-chipping-dr-apt-39-apex-nc-27502-413_2335239
320900,313956,289000,331000,1000,1409 Chipping Dr #38,3,3,1938,166,13,2614,Sqft,2020,100,,https://www.movoto.com/home/1409-chipping-dr-apt-38-apex-nc-27502-413_2335234
350000,282400,258000,349000,10000,554 Chessie Sta,3,3,1765,198,19,2614,Sqft,2017,163,,https://www.movoto.com/home/554-chessie-sta-apex-nc-27502-413_2334156
385000,390385,345000,429000,5000,1930 White Dogwood Rd,4,3,2395,161,19,0.28,Acres,2001,32,,https://www.movoto.com/home/1930-white-dogwood-rd-apex-nc-27502-413_2334111
483990,421512,399000,484000,13000,2977 Mavisbank Cir,3,4,2509,193,24,9409,Sqft,2020,69,,https://www.movoto.com/home/2977-mavisbank-cir-apex-nc-27502-413_2333208
436425,419328,382000,473000,5000,1907 Kings Knot Ct #123,4,4,2688,162,25,4051,Sqft,2020,69,,https://www.movoto.com/home/1907-kings-knot-ct-apt-123-apex-nc-27502-413_2332987
330900,312018,297000,331000,1000,1604 Brussels Dr #20,3,3,1938,171,29,2614,Sqft,2020,100,,https://www.movoto.com/home/1604-brussels-dr-apt-20-apex-nc-27502-413_2332116
330900,347921,322000,370000,1000,1606 Brussels Dr #19,3,3,2161,153,29,2614,Sqft,2020,100,,https://www.movoto.com/home/1606-brussels-dr-apt-19-apex-nc-27502-413_2332107
340900,344960,321000,369000,1000,1610 Brussels Dr #17,3,3,2156,158,29,3049,Sqft,2020,100,,https://www.movoto.com/home/1610-brussels-dr-apt-17-apex-nc-27502-413_2332091
299900,299442,297000,299000,8000,1123 Diamond Dove Ln #157,4,4,2094,,,,,,,,https://www.movoto.com/home/1123-diamond-dove-ln-apt-157-apex-nc-27502-413_2331624
307000,293265,261000,307000,3000,503 S Coalport Dr,3,3,1715,179,32,0.47,Acres,1998,32,,https://www.movoto.com/home/503-s-coalport-dr-apex-nc-27502-413_2188379
299900,299442,297000,299000,9000,1121 Diamond Dove Ln #156,4,4,2094,143,32,1742,Sqft,2020,140,,https://www.movoto.com/home/1121-diamond-dove-ln-apt-156-apex-nc-27502-413_2331592
304900,303446,301000,306000,5000,1046 Brownsmith Dr,4,4,2122,144,32,1742,Sqft,2018,119,,https://www.movoto.com/home/1046-brownsmith-dr-apex-nc-27502-413_2196180
299900,299442,297000,299000,11000,1117 Diamond Dove Ln #154,4,4,2094,143,32,1742,Sqft,2020,140,,https://www.movoto.com/home/1117-diamond-dove-ln-apt-154-apex-nc-27502-413_2331557
299900,301587,299000,302000,11000,1115 Diamond Dove Ln #153,4,4,2109,,,,,,,,https://www.movoto.com/home/1115-diamond-dove-ln-apt-153-apex-nc-27502-413_2331534
420000,,420000,552000,9000,1004 Towhee Dr,4,3,2695,156,32,8276,Sqft,2000,32,Open 8/23,https://www.movoto.com/home/1004-towhee-dr-apex-nc-27502-413_2134387
349710,371588,339000,427000,5000,1282 Barn Cat Way Lot 212- Gibbons 3 #LOT 212- GIBBONS 3,4,4,2308,,,,,,,,https://www.movoto.com/home/1282-barn-cat-way-lot-212-gibbons-3-lot-212-gibbons-3-apex-nc-27502-413_2330973
323900,329574,318000,359000,12000,1111 Diamond Dove Ln #151,4,4,2242,144,35,1742,Sqft,2020,140,,https://www.movoto.com/home/1111-diamond-dove-ln-apt-151-apex-nc-27502-413_2330720
299900,301587,299000,302000,9000,1119 Diamond Dove Ln #155,4,4,2109,,,,,,,,https://www.movoto.com/home/1119-diamond-dove-ln-apt-155-apex-nc-27502-413_2330713
350000,,346000,390000,9000,2041 Ackerman Hill Dr,3,4,2438,144,36,1742,Sqft,2018,119,,https://www.movoto.com/home/2041-ackerman-hill-dr-apex-nc-27502-413_2330539
474990,521304,473000,578000,10000,2985 Mavisbank Cir,3,4,2996,159,38,7841,Sqft,2020,69,,https://www.movoto.com/home/2985-mavisbank-cir-apex-nc-27502-413_2330449
325000,316820,312000,326000,4000,1034 Brownsmith Dr,4,4,2170,150,39,2178,Sqft,2017,119,,https://www.movoto.com/home/1034-brownsmith-dr-apex-nc-27502-413_2330304
286900,251412,225000,288000,6000,815 Homestead Park Dr,3,3,1533,187,39,6534,Sqft,1999,13,,https://www.movoto.com/home/815-homestead-park-dr-apex-nc-27502-413_2321004
