Status,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
FOR SALE,340900,344960,321000,369000,1000,1610 Brussels Dr #17,3,3,2156,158,28,3049,Sqft,2020,100, ,https://www.movoto.com/home/1610-brussels-dr-apt-17-apex-nc-27502-413_2332091
FOR SALE,425000,450124,408000,536000,,1002 Towhee Dr,3,3,2617,162,28,8712,Sqft,2008,32, ,https://www.movoto.com/home/1002-towhee-dr-apex-nc-27502-413_2331968
FOR SALE,299900,299442,297000,299000,8000,1123 Diamond Dove Ln #157,4,4,2094,143,31,1742,Sqft,2020,140, ,https://www.movoto.com/home/1123-diamond-dove-ln-apt-157-apex-nc-27502-413_2331624
FOR SALE,307000,296695,276000,307000,3000,503 S Coalport Dr,3,3,1715,179,31,0.47,Acres,1998,32, ,https://www.movoto.com/home/503-s-coalport-dr-apex-nc-27502-413_2188379
FOR SALE,299900,299442,297000,299000,9000,1121 Diamond Dove Ln #156,4,4,2094,143,31,1742,Sqft,2020,140, ,https://www.movoto.com/home/1121-diamond-dove-ln-apt-156-apex-nc-27502-413_2331592
FOR SALE,304900,303446,301000,306000,5000,1046 Brownsmith Dr,4,4,2122,144,31,1742,Sqft,2018,119, ,https://www.movoto.com/home/1046-brownsmith-dr-apex-nc-27502-413_2196180
FOR SALE,299900,299442,297000,299000,11000,1117 Diamond Dove Ln #154,4,4,2094,143,31,1742,Sqft,2020,140, ,https://www.movoto.com/home/1117-diamond-dove-ln-apt-154-apex-nc-27502-413_2331557
FOR SALE,299900,301587,299000,302000,11000,1115 Diamond Dove Ln #153,4,4,2109,142,31,1742,Sqft,2020,140, ,https://www.movoto.com/home/1115-diamond-dove-ln-apt-153-apex-nc-27502-413_2331534
FOR SALE,420000,,420000,552000,9000,1004 Towhee Dr,4,3,2695,156,31,8276,Sqft,2000,32, ,https://www.movoto.com/home/1004-towhee-dr-apex-nc-27502-413_2134387
FOR SALE,359900,393752,361000,425000,,1002 Chickering Ct,3,3,2372,152,31,0.35,Acres,2003,15, ,https://www.movoto.com/home/1002-chickering-ct-apex-nc-27502-413_2331405
FOR SALE,308790,328812,304000,354000,,1397 Herb Garden Way,4,4,2068,149,33,2614,Sqft,2020,199, ,https://www.movoto.com/home/1397-herb-garden-way-apex-nc-27502-413_2331091
FOR SALE,303790,335016,304000,383000,,1395 Herb Garden Way,4,4,2068,147,33,2614,Sqft,2020,199, ,https://www.movoto.com/home/1395-herb-garden-way-apex-nc-27502-413_2331088
FOR SALE,349710,371588,339000,427000,5000,1282 Barn Cat Way Lot 212- Gibbons 3 #LOT 212- GIBBONS 3,4,4,2308,152,33,2614,Sqft,2020,199, ,https://www.movoto.com/home/1282-barn-cat-way-lot-212-gibbons-3-lot-212-gibbons-3-apex-nc-27502-413_2330973
FOR SALE,323900,329574,318000,359000,12000,1111 Diamond Dove Ln #151,4,4,2242,144,34,1742,Sqft,2020,140, ,https://www.movoto.com/home/1111-diamond-dove-ln-apt-151-apex-nc-27502-413_2330720
FOR SALE,299900,301587,299000,302000,9000,1119 Diamond Dove Ln #155,4,4,2109,,,,,,, ,https://www.movoto.com/home/1119-diamond-dove-ln-apt-155-apex-nc-27502-413_2330713
FOR SALE,358900,,346000,390000,27000,2041 Ackerman Hill Dr,3,4,2438,147,35,1742,Sqft,2018,119, ,https://www.movoto.com/home/2041-ackerman-hill-dr-apex-nc-27502-413_2330539
FOR SALE,474990,521304,473000,578000,10000,2985 Mavisbank Cir,3,4,2996,159,37,7841,Sqft,2020,69, ,https://www.movoto.com/home/2985-mavisbank-cir-apex-nc-27502-413_2330449
FOR SALE,325000,316820,312000,326000,4000,1034 Brownsmith Dr,4,4,2170,150,38,2178,Sqft,2017,119, ,https://www.movoto.com/home/1034-brownsmith-dr-apex-nc-27502-413_2330304
FOR SALE,286900,260610,239000,288000,6000,815 Homestead Park Dr,3,3,1533,187,38,6534,Sqft,1999,13, ,https://www.movoto.com/home/815-homestead-park-dr-apex-nc-27502-413_2321004
FOR SALE,299900,,297000,299000,12000,1113 Diamond Dove Ln #152,4,4,2094,143,39,1742,Sqft,2020,140, ,https://www.movoto.com/home/1113-diamond-dove-ln-apt-152-apex-nc-27502-413_2329977
FOR SALE,347595,351789,342000,361000,5000,1290 Barn Cat Way,4,4,2361,,,,,,, ,https://www.movoto.com/home/1290-barn-cat-way-apex-nc-27502-413_2329871
FOR SALE,319900,317115,313000,330000,,697 Grand Central Sta #135,3,4,2187,146,39,1307,Sqft,2020,163, ,https://www.movoto.com/home/697-grand-central-sta-apt-135-apex-nc-27502-413_2329811
FOR SALE,334900,320885,316000,334000,,699 Grand Central Sta #136,3,4,2213,151,39,1742,Sqft,2020,163, ,https://www.movoto.com/home/699-grand-central-sta-apt-136-apex-nc-27502-413_2329799
FOR SALE,270000,242177,224000,269000,2000,921 Homestead Park Dr,3,2,1433,,,,,,, ,https://www.movoto.com/home/921-homestead-park-dr-apex-nc-27502-413_2329717
FOR SALE,314900,320305,316000,329000,,655 Grand Central Sta #118,3,4,2209,143,41,1307,Sqft,2020,163,Open 8/21,https://www.movoto.com/home/655-grand-central-sta-apt-118-apex-nc-27502-413_2329433
FOR SALE,449987,414220,395000,450000,2000,2951 Lemnos Dr,5,3,2780,162,41,5663,Sqft,2020,65, ,https://www.movoto.com/home/2951-lemnos-dr-apex-nc-27502-413_2329407
FOR SALE,316000,306600,300000,315000,,1021 Drayman Pl,3,4,2100,150,42,2178,Sqft,2018,119, ,https://www.movoto.com/home/1021-drayman-pl-apex-nc-27502-413_2308397
FOR SALE,375000,334620,293000,392000,5000,990 Shoofly Path,3,3,1980,189,45,4356,Sqft,2013,83, ,https://www.movoto.com/home/990-shoofly-path-apex-nc-27502-413_2125922
FOR SALE,331290,336277,327000,347000,3000,2804 Dallas Valley Ln #81,4,4,2227,149,45,2091,Sqft,2020,125, ,https://www.movoto.com/home/2804-dallas-valley-ln-apt-81-apex-nc-27502-413_2328861
FOR SALE,324790,336528,325000,345000,3000,2806 Dallas Valley Ln #80,4,4,2214,,,,,,, ,https://www.movoto.com/home/2806-dallas-valley-ln-apt-80-apex-nc-27502-413_2328858
FOR SALE,338240,323032,319000,338000,3000,2808 Dallas Valley Ln #79,4,4,2168,156,45,2004,Sqft,2020,125, ,https://www.movoto.com/home/2808-dallas-valley-ln-apt-79-apex-nc-27502-413_2328855
FOR SALE,315000,318843,308000,325000,5000,1009 Drayman Pl,3,4,2169,,,,,,, ,https://www.movoto.com/home/1009-drayman-pl-apex-nc-27502-413_2324281
FOR SALE,480000,490100,458000,525000,,1601 Tinos Overlook Way,4,4,2900,,,,,,, ,https://www.movoto.com/home/1601-tinos-overlook-way-apex-nc-27502-413_2089427
FOR SALE,389900,328264,315000,390000,5000,2123 Gregor Overlook Ln,3,3,2218,176,50,4617,Sqft,2018,53, ,https://www.movoto.com/home/2123-gregor-overlook-ln-apex-nc-27502-413_2200126
FOR SALE,390000,434500,391000,446000,10000,2783 Milano Ave,3,3,2750,142,52,4792,Sqft,2016,77, ,https://www.movoto.com/home/2783-milano-ave-apex-nc-27502-413_2327306
FOR SALE,289500,308525,275000,331000,3000,108 Shining Star Ct,3,3,1763,,,,,,, ,https://www.movoto.com/home/108-shining-star-ct-apex-nc-27502-413_2326943
FOR SALE,449973,488592,449000,516000,4000,2900 Patmos Island Dr,5,3,3016,149,54,6098,Sqft,2020,65, ,https://www.movoto.com/home/2900-patmos-island-dr-apex-nc-27502-413_2326758
FOR SALE,326950,343476,292000,373000,8000,1805 Misty Hollow Ln,4,3,1974,,,,,,, ,https://www.movoto.com/home/1805-misty-hollow-ln-apex-nc-27502-413_2326437
FOR SALE,449900,522543,451000,560000,10000,1203 Anora Dr,6,4,3129,144,58,0.26,Acres,1996,40, ,https://www.movoto.com/home/1203-anora-dr-apex-nc-27502-413_2326278
FOR SALE,485900,638454,487000,731000,7000,3565 Willow Green Dr,5,3,3291,,,,,,, ,https://www.movoto.com/home/3565-willow-green-dr-apex-nc-27502-413_2243968
FOR SALE,329900,320885,316000,334000,,671 Grand Central Sta #125,3,4,2213,,,,,,, ,https://www.movoto.com/home/671-grand-central-sta-apt-125-apex-nc-27502-413_2325584
FOR SALE,448480,486324,447000,513000,800,1513 Tinos Overlook Way,5,3,3002,,,,,,, ,https://www.movoto.com/home/1513-tinos-overlook-way-apex-nc-27502-413_2187043
FOR SALE,329000,325200,319000,338000,,2849 Dallas Valley Ln #51,3,4,2168,152,63,1873,Sqft,2020,125,Open 8/18,https://www.movoto.com/home/2849-dallas-valley-ln-apt-51-apex-nc-27502-413_2325148
FOR SALE,418910,371340,342000,439000,800,2970 Lemnos Dr,3,3,2063,203,69,6534,Sqft,2020,65, ,https://www.movoto.com/home/2970-lemnos-dr-apex-nc-27502-413_2323945
FOR SALE,317400,322045,318000,331000,,673 Grand Central Sta #126,3,4,2221,143,75,1307,Sqft,2020,163, ,https://www.movoto.com/home/673-grand-central-sta-apt-126-apex-nc-27502-413_2322694
FOR SALE,375000,390852,350000,421000,5000,991 Myrtle Grove Ln,3,3,2538,148,75,3485,Sqft,2017,176, ,https://www.movoto.com/home/991-myrtle-grove-ln-apex-nc-27502-413_2322609
FOR SALE,499000,515406,474000,563000,,1503 Thassos Dr,5,4,3162,158,77,7405,Sqft,2016,49, ,https://www.movoto.com/home/1503-thassos-dr-apex-nc-27502-413_2261041
FOR SALE,464900,529092,464000,617000,5000,1596 Tice Hurst Ln,5,4,3266,142,86,7405,Sqft,2013,69, ,https://www.movoto.com/home/1596-tice-hurst-ln-apex-nc-27502-413_2320897
FOR SALE,345900,,321000,369000,2000,1482 Salem Creek Dr #24,3,3,2156,160,89,2614,Sqft,2020,100, ,https://www.movoto.com/home/1482-salem-creek-dr-apt-24-apex-nc-27502-413_2320205
FOR SALE,338900,,337000,362000,2000,1484 Salem Creek Dr #23,3,3,2292,148,89,2614,Sqft,2020,100, ,https://www.movoto.com/home/1484-salem-creek-dr-apt-23-apex-nc-27502-413_2320204
FOR SALE,350000,,336000,361000,1000,1488 Salem Creek Dr #21,3,3,2284,153,89,2614,Sqft,2020,100, ,https://www.movoto.com/home/1488-salem-creek-dr-apt-21-apex-nc-27502-413_2320202
FOR SALE,350000,412800,350000,492000,10000,2307 Brasstown Ln,3,3,2400,146,90,7841,Sqft,2002,39, ,https://www.movoto.com/home/2307-brasstown-ln-apex-nc-27502-413_2320109
FOR SALE,294990,279200,251000,295000,5000,430 Oak Pine Dr #375,3,4,1745,169,485,784,Sqft,2019,111, ,https://www.movoto.com/home/430-oak-pine-dr-apt-375-apex-nc-27502-413_2249906
SALE PENDING,385000,374647,354000,396000,,3000 Commodore Dr,3,3,2327,165,16,0.26,Acres,2000,31, ,https://www.movoto.com/home/3000-commodore-dr-apex-nc-27502-413_2334526
SALE PENDING,313405,358872,314000,366000,,1286 Barn Cat Way Lot 214 - Sandberg #LOT 214 - SANDBERG,4,4,2361,133,33,2614,Sqft,2020,199, ,https://www.movoto.com/home/1286-barn-cat-way-lot-214-sandberg-lot-214-sandberg-apex-nc-27502-413_2330985
IN CONTRACT,320000,300960,299000,320000,,917 Shoofly Path,3,4,2090,153,34,1307,Sqft,2015,163, ,https://www.movoto.com/home/917-shoofly-path-apex-nc-27502-413_2330764
SALE PENDING,295090,277760,255000,321000,,1137 Chestnut Bluff Run,3,3,1736,170,53,3267,Sqft,2020,62, ,https://www.movoto.com/home/1137-chestnut-bluff-run-apex-nc-27502-413_2327053
SALE PENDING,348100,360282,348000,387000,100,1012 Drayman Pl,4,4,2418,,,,,,, ,https://www.movoto.com/home/1012-drayman-pl-apex-nc-27502-413_2326739
IN CONTRACT,355000,,304000,366000,,907 Scotts Ridge Trl,3,3,1949,,,,,,, ,https://www.movoto.com/home/907-scotts-ridge-trl-apex-nc-27502-413_2326606
IN CONTRACT,399999,367650,343000,400000,10000,440 Magdala Pl,3,3,2451,163,56,4356,Sqft,2001,26, ,https://www.movoto.com/home/440-magdala-pl-apex-nc-27502-413_2326453
SALE PENDING,299000,273612,266000,299000,11000,2847 Dallas Valley Ln #50,3,3,1812,165,63,1917,Sqft,2020,125, ,https://www.movoto.com/home/2847-dallas-valley-ln-apt-50-apex-nc-27502-413_2325147
SALE PENDING,329900,329688,319000,338000,,2843 Dallas Valley Ln #48,3,4,2169,,,,,,, ,https://www.movoto.com/home/2843-dallas-valley-ln-apt-48-apex-nc-27502-413_2325140
SALE PENDING,291840,277760,255000,321000,2000,1149 Chestnut Bluff Run,3,3,1736,168,67,3267,Sqft,2020,167, ,https://www.movoto.com/home/1149-chestnut-bluff-run-apex-nc-27502-413_2324377
SALE PENDING,299690,313920,288000,363000,,1133 Chestnut Bluff Run,3,3,1962,153,67,3267,Sqft,2020,167, ,https://www.movoto.com/home/1133-chestnut-bluff-run-apex-nc-27502-413_2324367
SALE PENDING,303465,370215,303000,439000,,1161 Chestnut Bluff Run,3,3,2165,,,,,,, ,https://www.movoto.com/home/1161-chestnut-bluff-run-apex-nc-27502-413_2324360
SALE PENDING,306565,370215,307000,439000,,1147 Chestnut Bluff Run,3,3,2165,,,,,,, ,https://www.movoto.com/home/1147-chestnut-bluff-run-apex-nc-27502-413_2324357
SALE PENDING,309900,339948,310000,384000,,101 Kinship Ln,4,3,1988,156,73,9148,Sqft,2001,31, ,https://www.movoto.com/home/101-kinship-ln-apex-nc-27502-413_2323225
IN CONTRACT,365000,426720,366000,480000,4000,993 Myrtle Grove Ln,3,3,2540,144,74,6098,Sqft,2016,176, ,https://www.movoto.com/home/993-myrtle-grove-ln-apex-nc-27502-413_2187689
SALE PENDING,399900,427631,397000,509000,10000,2053 Tordelo Pl,5,3,2389,,,,,,, ,https://www.movoto.com/home/2053-tordelo-pl-apex-nc-27502-413_2323065
SALE PENDING,486975,470778,455000,486000,,1513 Armscroft Ln,4,4,3057,159,75,6970,Sqft,2020,66, ,https://www.movoto.com/home/1513-armscroft-ln-apex-nc-27502-413_2322758
SALE PENDING,309880,,299000,310000,,2274 Red Knot Ln #62,4,4,2094,148,79,1742,Sqft,2020,140, ,https://www.movoto.com/home/2274-red-knot-ln-apt-62-apex-nc-27502-413_2322078
SALE PENDING,307900,,299000,308000,6000,2272 Red Knot Ln #61,4,4,2109,146,80,1742,Sqft,2020,140, ,https://www.movoto.com/home/2272-red-knot-ln-apt-61-apex-nc-27502-413_2322005
SALE PENDING,329900,,318000,359000,8000,2200 Red Knot Ln #31,4,4,2242,147,80,1742,Sqft,2020,140, ,https://www.movoto.com/home/2200-red-knot-ln-apt-31-apex-nc-27502-413_2321965
SALE PENDING,499178,511336,476000,565000,,1509 Armscroft Ln,5,3,3176,157,89,7405,Sqft,2020,66, ,https://www.movoto.com/home/1509-armscroft-ln-apex-nc-27502-413_2320285
SALE PENDING,498136,522747,486000,553000,,1506 Armscroft Ln,4,4,3057,163,89,8276,Sqft,2020,66, ,https://www.movoto.com/home/1506-armscroft-ln-apex-nc-27502-413_2320279
SALE PENDING,326000,,322000,359000,4000,1486 Salem Creek Dr #22,3,3,2161,151,89,2614,Sqft,2020,100, ,https://www.movoto.com/home/1486-salem-creek-dr-apt-22-apex-nc-27502-413_2320203
SALE PENDING,318990,,299000,318000,3000,2253 Red Knot Ln #75,4,4,2094,152,89,1742,Sqft,2020,140, ,https://www.movoto.com/home/2253-red-knot-ln-apt-75-apex-nc-27502-413_2320200
SALE PENDING,422920,453180,407000,554000,,2907 Winter Crop Way,4,3,2730,155,90,5663,Sqft,2020,100, ,https://www.movoto.com/home/2907-winter-crop-way-apex-nc-27502-413_2320024
IN CONTRACT,435000,466464,401000,523000,5000,2509 Mt Zion Church Rd,4,3,2712,160,94,10019,Sqft,2016,77, ,https://www.movoto.com/home/2509-mt-zion-church-rd-apex-nc-27502-413_2319268
SALE PENDING,471990,487792,420000,547000,14000,1887 Rothesay Dr,5,3,2836,166,97,0.26,Acres,2020,68, ,https://www.movoto.com/home/1887-rothesay-dr-apex-nc-27502-413_2318635
SALE PENDING,397990,413406,384000,438000,25000,2913 Thirlestane Dr #182,4,3,2702,147,99,4835,Sqft,2020,68, ,https://www.movoto.com/home/2913-thirlestane-dr-apt-182-apex-nc-27502-413_2318328
SALE PENDING,324990,358872,326000,366000,5000,1308 Barn Cat Way Lot 223- Sandberg 3 #LOT 223- SANDBERG 3,4,4,2361,138,103,1742,Sqft,2020,199, ,https://www.movoto.com/home/1308-barn-cat-way-lot-223-sandberg-3-lot-223-sandberg-3-apex-nc-27502-413_2317599
SALE PENDING,334990,350816,335000,358000,5000,1294 Barn Cat Way Lot 217- Gibbons 3 #LOT 217- GIBBONS 3,4,4,2308,,,,,,, ,https://www.movoto.com/home/1294-barn-cat-way-lot-217-gibbons-3-lot-217-gibbons-3-apex-nc-27502-413_2317597
SALE PENDING,329990,354150,331000,361000,3000,1300 Barn Cat Way,4,4,2361,,,,,,, ,https://www.movoto.com/home/1300-barn-cat-way-apex-nc-27502-413_2317431
SALE PENDING,399990,472850,400000,521000,15000,1997 Kings Knot Ct #101,4,3,2702,,,,,,, ,https://www.movoto.com/home/1997-kings-knot-ct-apt-101-apex-nc-27502-413_2317271
SALE PENDING,398410,403614,375000,427000,5000,2945 Baronial St #209,4,3,2638,151,105,4356,Sqft,2020,68, ,https://www.movoto.com/home/2945-baronial-st-apt-209-apex-nc-27502-413_2317125
SALE PENDING,334990,365256,334000,372000,5000,1314 Barn Cat Way Lot 226 - Sandberg #LOT 226 - SANDBERG,4,4,2403,139,105,2614,Sqft,2020,199, ,https://www.movoto.com/home/1314-barn-cat-way-lot-226-sandberg-lot-226-sandberg-apex-nc-27502-413_2317078
IN CONTRACT,350000,409985,327000,489000,25000,1003 Surry Dale Ct,3,3,2455,143,108,0.25,Acres,1992,0, ,https://www.movoto.com/home/1003-surry-dale-ct-apex-nc-27502-413_2316515
SALE PENDING,495605,511336,476000,565000,,1522 Armscroft Ln,5,4,3176,156,109,7405,Sqft,2019,66, ,https://www.movoto.com/home/1522-armscroft-ln-apex-nc-27502-413_2316322
SOLD,397000,396416,389000,399000,,2905 Thirlestane Dr #184,4,3,2608,,,,,,, ,https://www.movoto.com/home/2905-thirlestane-dr-apt-184-apex-nc-27502-413_2316151
SALE PENDING,429990,485144,430000,527000,10000,2917 Thirlestane Dr #181,4,4,3256,132,110,4487,Sqft,2020,69, ,https://www.movoto.com/home/2917-thirlestane-dr-apt-181-apex-nc-27502-413_2316134
SALE PENDING,309900,,299000,310000,10000,2255 Red Knot Ln #74,4,4,2109,147,110,1742,Sqft,2020,140, ,https://www.movoto.com/home/2255-red-knot-ln-apt-74-apex-nc-27502-413_2316035
SALE PENDING,309900,,299000,310000,10000,2263 Red Knot Ln #70,4,4,2109,147,110,1742,Sqft,2020,140, ,https://www.movoto.com/home/2263-red-knot-ln-apt-70-apex-nc-27502-413_2316024
SALE PENDING,295895,,275000,296000,,2208 Red Knot Ln #35,4,4,1923,154,111,1742,Sqft,2020,140, ,https://www.movoto.com/home/2208-red-knot-ln-apt-35-apex-nc-27502-413_2315939
SALE PENDING,393350,373552,353000,394000,,2920 Early Planting Avenue,4,3,2524,156,112,4792,Sqft,2020,100, ,https://www.movoto.com/home/2920-early-planting-avenue-apex-nc-27502-413_2315705
SALE PENDING,499990,421498,394000,501000,15000,1102 Tringham Ct #12,4,3,2737,183,117,8712,Sqft,2020,99, ,https://www.movoto.com/home/1102-tringham-ct-apt-12-apex-nc-27502-413_2302417
SALE PENDING,448070,424886,411000,447000,800,1447 Tinos Overlook Way,5,3,2759,,,,,,, ,https://www.movoto.com/home/1447-tinos-overlook-way-apex-nc-27502-413_2314655
SALE PENDING,409990,403728,367000,443000,10000,2183 Mckenzie Ridge Ln,4,3,2588,158,123,5358,Sqft,2017,56, ,https://www.movoto.com/home/2183-mckenzie-ridge-ln-apex-nc-27502-413_2313864
SALE PENDING,379435,369277,303000,439000,,3518 Barn Rd,3,3,2063,184,124,4356,Sqft,2020,62, ,https://www.movoto.com/home/3518-barn-rd-apex-nc-27502-413_2313769
SALE PENDING,417637,406196,379000,426000,,3530 Barn Rd,4,3,2492,,,,,,, ,https://www.movoto.com/home/3530-barn-rd-apex-nc-27502-413_2313764
