Est.,Min.,Max.,Reduced,Zip,Bed,Bath,Size,Value,Days,Lot,unit,Year,HOA,Open,Link
248825,249000,397000,0,28685,4,3,925,429,13,23.00,Acres,1995,0,,https://www.movoto.com/home/520-alleghany-spur-rd-traphill-nc-28685-411_3642328
